Date,Open,High,Low,Close,Adj Close,Volume
2019-10-11,298.070007,300.760010,297.359985,297.600006,295.020081,1855500
2019-10-14,298.000000,300.339996,297.500000,297.519989,294.940735,1297600
2019-10-15,298.320007,299.640015,297.230011,298.390015,295.803223,1580700
2019-10-16,296.799988,298.970001,295.079987,298.779999,296.189819,1811100
2019-10-17,298.850006,302.609985,298.850006,302.399994,299.778412,1734600
2019-10-18,302.000000,304.000000,300.980011,302.859985,300.234436,1853900
2019-10-21,303.000000,303.510010,300.170013,301.079987,298.469879,1322900
2019-10-22,301.609985,304.880005,299.950012,299.970001,297.369507,1955600
2019-10-23,299.579987,300.049988,297.179993,297.320007,294.742432,1798700
2019-10-24,295.049988,298.279999,294.559998,297.049988,294.474792,2056700
2019-10-25,295.519989,297.250000,295.109985,296.500000,293.929565,1685900
2019-10-28,295.700012,299.089996,295.209991,298.940002,296.348450,1672600
2019-10-29,298.209991,298.940002,295.809998,295.859985,293.295135,1295300
2019-10-30,296.920013,300.250000,295.970001,299.839996,297.240631,1264000
2019-10-31,298.359985,299.619995,294.549988,297.109985,295.174164,2277400
2019-11-01,297.989990,298.420013,295.500000,296.089996,294.160828,1364300
2019-11-04,297.160004,298.220001,295.170013,296.820007,294.886108,1651600
2019-11-05,297.089996,299.690002,295.809998,299.179993,297.230682,2204500
2019-11-06,299.970001,301.649994,297.929993,301.570007,299.605103,1675000
2019-11-07,303.929993,307.100006,302.480011,305.209991,303.221405,2399400
2019-11-08,302.739990,304.290009,301.279999,302.619995,300.648254,1501600
2019-11-11,301.549988,302.329987,299.700012,300.839996,298.879883,1160900
2019-11-12,300.829987,302.730011,298.660004,300.500000,298.542084,1540800
2019-11-13,300.179993,304.000000,299.519989,302.899994,300.926453,1517900
2019-11-14,304.390015,305.890015,302.269989,304.589996,302.605438,1336400
2019-11-15,305.309998,305.440002,301.600006,303.660004,301.681519,1706100
2019-11-18,303.109985,306.380005,302.750000,304.540009,302.555786,1241300
2019-11-19,304.500000,304.640015,301.450012,302.239990,300.270752,1761400
2019-11-20,302.440002,303.170013,298.010010,300.570007,298.611633,1979500
2019-11-21,300.690002,301.869995,299.519989,300.269989,298.313568,1302500
2019-11-22,301.940002,301.940002,297.230011,299.309998,297.359833,1277300
2019-11-25,300.290009,300.630005,297.549988,299.049988,297.101532,1613000
2019-11-26,299.260010,301.350006,298.820007,301.239990,299.277252,3359100
2019-11-27,301.820007,302.790009,300.570007,300.760010,298.800415,1906500
2019-11-29,300.820007,300.890015,299.660004,299.809998,297.856598,981600
2019-12-02,299.750000,300.200012,294.269989,297.390015,295.452393,2705500
2019-12-03,295.130005,296.190002,292.700012,295.670013,293.743561,1921400
2019-12-04,296.040009,297.160004,295.149994,296.519989,294.588013,1742000
2019-12-05,297.130005,297.130005,292.500000,293.100006,291.190308,1941100
2019-12-06,294.980011,295.989990,294.260010,294.950012,293.028290,1462000
2019-12-09,295.000000,297.190002,294.549988,295.160004,293.236877,1960000
2019-12-10,296.029999,296.690002,294.549988,295.779999,293.852875,1565900
2019-12-11,296.000000,296.350006,293.049988,295.299988,293.375977,1749800
2019-12-12,295.269989,297.760010,294.119995,297.339996,295.402679,2742700
2019-12-13,294.640015,295.000000,289.100006,291.869995,289.968323,5195600
2019-12-16,293.029999,294.459991,292.850006,293.500000,291.587738,2410000
2019-12-17,293.500000,296.299988,292.750000,295.549988,293.624329,2474100
2019-12-18,295.989990,296.359985,291.820007,291.869995,289.968323,3309800
2019-12-19,292.059998,293.809998,291.500000,293.709991,291.796326,2333600
2019-12-20,293.850006,295.019989,292.779999,294.829987,292.909027,4866500
2019-12-23,294.910004,295.309998,293.029999,293.309998,291.398956,1309800
2019-12-24,293.910004,294.450012,293.359985,294.230011,292.312927,543600
2019-12-26,294.489990,295.730011,293.899994,295.730011,293.803192,1101800
2019-12-27,296.220001,296.299988,293.179993,294.109985,292.193726,1439100
2019-12-30,294.200012,295.609985,293.660004,295.140015,293.217041,1238900
2019-12-31,295.000000,295.450012,292.179993,293.920013,292.004974,1550700
2020-01-02,294.059998,294.579987,291.000000,291.489990,289.590790,2103600
2020-01-03,290.049988,292.899994,289.329987,291.730011,289.829254,1926000
2020-01-06,290.549988,292.070007,288.619995,291.809998,289.908691,2655100
2020-01-07,291.320007,291.690002,289.279999,291.350006,289.451691,1963400
2020-01-08,290.989990,295.480011,290.500000,294.690002,292.769958,2492800
2020-01-09,298.549988,301.959991,297.709991,299.420013,297.469147,3261200
2020-01-10,300.000000,300.269989,296.660004,297.239990,295.303314,2024200
2020-01-13,296.920013,300.649994,296.799988,299.869995,297.916199,1778600
2020-01-14,299.250000,301.000000,298.579987,299.750000,297.796997,1459900
2020-01-15,298.350006,301.040009,298.040009,300.820007,298.860016,1604000
2020-01-16,301.390015,304.059998,300.980011,303.029999,301.055634,1758600
2020-01-17,303.399994,305.299988,303.029999,304.679993,302.694855,2506500
2020-01-21,306.200012,313.339996,305.760010,313.260010,311.218964,3585900
2020-01-22,313.399994,313.559998,310.209991,311.890015,309.857910,2218900
2020-01-23,312.019989,313.399994,310.730011,312.880005,310.841431,1535900
2020-01-24,314.019989,314.279999,309.100006,310.510010,308.486877,1986100
2020-01-27,306.149994,311.769989,305.649994,309.450012,307.433777,2265100
2020-01-28,310.510010,311.709991,309.100006,310.850006,308.824677,1571700
2020-01-29,310.859985,311.970001,309.390015,309.579987,307.562927,1713700
2020-01-30,308.839996,309.640015,306.670013,309.470001,307.453674,1232600
2020-01-31,308.549988,309.179993,304.559998,305.519989,303.529388,1837000
2020-02-03,307.000000,308.579987,301.670013,302.000000,300.032318,2817500
2020-02-04,304.570007,305.910004,302.760010,304.899994,302.913422,1982300
2020-02-05,307.000000,309.589996,305.399994,308.950012,306.937042,1731800
